,cps19_fed_gov_sat,cps19_spend_env,cps19_fed_id,cps19_province,cps19_education,cps19_age,cps19_imp_iss_party
16841,Not at all satisfied,Spend more,Conservative,Ontario,Completed secondary/ high school,31,Conservative Party
16842,Fairly satisfied,Spend more,ndp,Ontario,"Some technical, community college, CEGEP, College Classique",62,Liberal Party
16843,Not very satisfied,Spend more,ndp,Quebec,Completed secondary/ high school,18,Green Party
16844,Not very satisfied,Spend more,Don't know/ Prefer not to answer,Ontario,Some university,21,
16845,Not at all satisfied,Spend about the same as now,Conservative,Ontario,"Completed technical, community college, CEGEP, College Classique",62,Conservative Party
16846,Not at all satisfied,Spend more,None of these,Ontario,Some secondary/ high school,32,
16847,Fairly satisfied,Spend about the same as now,Don't know/ Prefer not to answer,Quebec,"Completed technical, community college, CEGEP, College Classique",65,
16848,Not at all satisfied,Spend about the same as now,Conservative,Ontario,Master's degree,72,Don't know/ Prefer not to answer
16849,Not very satisfied,Spend more,Green,British Columbia,Bachelor's degree,32,Green Party
16850,Not very satisfied,Spend more,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",69,Don't know/ Prefer not to answer
16851,Not very satisfied,Spend more,Conservative,British Columbia,Bachelor's degree,44,Don't know/ Prefer not to answer
16852,Fairly satisfied,Spend more,Liberal,Ontario,Bachelor's degree,38,Liberal Party
16853,Fairly satisfied,Spend more,Liberal,New Brunswick,Bachelor's degree,59,Green Party
16854,Not at all satisfied,Spend less,Conservative,Ontario,Bachelor's degree,44,
16855,Fairly satisfied,Spend about the same as now,Liberal,Quebec,Completed secondary/ high school,38,Liberal Party
16856,Fairly satisfied,Spend more,Liberal,Alberta,Some university,55,ndp
16857,Fairly satisfied,Spend more,Green,British Columbia,Professional degree or doctorate,74,Conservative Party
16858,Fairly satisfied,Spend more,Liberal,Nova Scotia,"Completed technical, community college, CEGEP, College Classique",21,Liberal Party
16859,Not very satisfied,Spend about the same as now,Conservative,Saskatchewan,"Completed technical, community college, CEGEP, College Classique",30,
16860,Fairly satisfied,Spend more,Liberal,Ontario,Completed secondary/ high school,19,ndp
16861,Not very satisfied,Spend about the same as now,Conservative,Ontario,"Completed technical, community college, CEGEP, College Classique",54,Conservative Party
16862,Fairly satisfied,Spend more,Liberal,Quebec,Completed secondary/ high school,64,Conservative Party
16863,Not at all satisfied,Spend about the same as now,Conservative,British Columbia,Master's degree,29,Conservative Party
16864,Not at all satisfied,Spend about the same as now,Conservative,Ontario,Completed secondary/ high school,65,ndp
16865,Not very satisfied,Spend more,Conservative,Alberta,Bachelor's degree,65,Conservative Party
16866,Very satisfied,Spend about the same as now,ndp,British Columbia,Some university,69,Liberal Party
16867,Fairly satisfied,Spend more,Liberal,New Brunswick,"Completed technical, community college, CEGEP, College Classique",39,Liberal Party
16868,Not very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Completed secondary/ high school,48,Conservative Party
16869,Not very satisfied,Spend about the same as now,Conservative,Ontario,Bachelor's degree,53,
16870,Not very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Completed secondary/ high school,47,
16871,Fairly satisfied,Spend more,Liberal,Ontario,Master's degree,84,Green Party
16872,Not very satisfied,Spend about the same as now,Conservative,Alberta,Completed elementary school,54,Conservative Party
16873,Fairly satisfied,Spend about the same as now,ndp,Ontario,Professional degree or doctorate,23,ndp
16874,Not at all satisfied,Spend about the same as now,Green,Alberta,Bachelor's degree,24,ndp
16875,Not very satisfied,Spend more,Don't know/ Prefer not to answer,British Columbia,Some university,32,Don't know/ Prefer not to answer
16876,Not at all satisfied,Spend more,Conservative,Ontario,"Completed technical, community college, CEGEP, College Classique",31,Don't know/ Prefer not to answer
16877,Not very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Completed secondary/ high school,77,Bloc Qu<e9>b<e9>cois
16878,Fairly satisfied,Spend about the same as now,Green,Quebec,Bachelor's degree,63,Liberal Party
16879,Fairly satisfied,Spend about the same as now,Liberal,Ontario,Completed secondary/ high school,39,ndp
16880,Fairly satisfied,Spend more,Liberal,Ontario,Bachelor's degree,42,Liberal Party
16881,Not at all satisfied,Spend more,ndp,Ontario,"Some technical, community college, CEGEP, College Classique",72,
16882,Fairly satisfied,Spend more,Liberal,Quebec,Completed secondary/ high school,34,Liberal Party
16883,Don't know/ Prefer not to answer,Spend less,Liberal,Ontario,"Some technical, community college, CEGEP, College Classique",57,Liberal Party
16884,Very satisfied,Spend more,Liberal,Ontario,Master's degree,29,Liberal Party
16885,Fairly satisfied,Spend more,Don't know/ Prefer not to answer,Ontario,Completed secondary/ high school,68,
16886,Not very satisfied,Spend about the same as now,Bloc Qu<e9>b<e9>cois,Quebec,Completed secondary/ high school,60,
16887,Not very satisfied,Spend more,Don't know/ Prefer not to answer,Quebec,Completed secondary/ high school,58,Bloc Qu<e9>b<e9>cois
16888,Fairly satisfied,Spend about the same as now,None of these,Nova Scotia,Completed secondary/ high school,41,Don't know/ Prefer not to answer
16889,Fairly satisfied,Spend more,ndp,Ontario,Bachelor's degree,48,Don't know/ Prefer not to answer
16890,Fairly satisfied,Spend about the same as now,ndp,Alberta,"Some technical, community college, CEGEP, College Classique",77,ndp
16891,Not at all satisfied,Spend about the same as now,Conservative,Ontario,Master's degree,78,Conservative Party
16892,Not at all satisfied,Spend more,Conservative,British Columbia,"Some technical, community college, CEGEP, College Classique",65,Conservative Party
16893,Not at all satisfied,Spend more,Conservative,Alberta,"Some technical, community college, CEGEP, College Classique",62,Don't know/ Prefer not to answer
16894,Not very satisfied,Don't know/ Prefer not to answer,Liberal,British Columbia,"Some technical, community college, CEGEP, College Classique",64,Don't know/ Prefer not to answer
16895,Fairly satisfied,Spend more,Liberal,Alberta,Bachelor's degree,64,Don't know/ Prefer not to answer
16896,Fairly satisfied,Spend more,ndp,Quebec,Bachelor's degree,39,ndp
16897,Fairly satisfied,Spend more,ndp,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",48,ndp
16898,Not at all satisfied,Spend about the same as now,None of these,Alberta,"Completed technical, community college, CEGEP, College Classique",42,
16899,Not very satisfied,Spend about the same as now,Bloc Qu<e9>b<e9>cois,Quebec,Completed secondary/ high school,68,Don't know/ Prefer not to answer
16900,Not at all satisfied,Spend more,Conservative,Saskatchewan,"Completed technical, community college, CEGEP, College Classique",44,Don't know/ Prefer not to answer
16901,Fairly satisfied,Spend more,Liberal,British Columbia,Some university,40,Conservative Party
16902,Not very satisfied,Spend about the same as now,Conservative,Alberta,Master's degree,36,Conservative Party
16903,Fairly satisfied,Spend more,Liberal,Quebec,"Completed technical, community college, CEGEP, College Classique",65,Green Party
16904,Not very satisfied,Spend more,Liberal,Ontario,Bachelor's degree,52,
16905,Not very satisfied,Spend more,ndp,Ontario,Bachelor's degree,22,ndp
16906,Fairly satisfied,Spend more,Liberal,Saskatchewan,Bachelor's degree,60,
16907,Fairly satisfied,Spend more,Don't know/ Prefer not to answer,Quebec,Bachelor's degree,45,ndp
16908,Not at all satisfied,Spend less,Conservative,Ontario,Bachelor's degree,29,Conservative Party
16909,Not at all satisfied,Spend about the same as now,Conservative,Alberta,Completed secondary/ high school,35,Conservative Party
16910,Not at all satisfied,Spend about the same as now,Conservative,Manitoba,Completed secondary/ high school,64,Conservative Party
16911,Not very satisfied,Spend more,Liberal,Ontario,Master's degree,29,
16912,Fairly satisfied,Spend more,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",27,Liberal Party
16913,Fairly satisfied,Spend more,Liberal,Alberta,"Completed technical, community college, CEGEP, College Classique",61,Conservative Party
16914,Fairly satisfied,Spend about the same as now,Liberal,Ontario,Bachelor's degree,42,Liberal Party
16915,Not very satisfied,Spend more,Conservative,Quebec,"Some technical, community college, CEGEP, College Classique",52,Green Party
16916,Fairly satisfied,Spend more,ndp,Ontario,Some secondary/ high school,23,ndp
16917,Not at all satisfied,Spend about the same as now,Conservative,Alberta,Bachelor's degree,41,Another party (please specify)
16918,Fairly satisfied,Spend more,Liberal,Quebec,Master's degree,47,Liberal Party
16919,Not very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,"Completed technical, community college, CEGEP, College Classique",53,Bloc Qu<e9>b<e9>cois
16920,Very satisfied,Spend about the same as now,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",38,Liberal Party
16921,Fairly satisfied,Spend more,ndp,Ontario,"Completed technical, community college, CEGEP, College Classique",56,People's Party
16922,Fairly satisfied,Spend more,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",63,
16923,Not very satisfied,Spend more,Conservative,British Columbia,Bachelor's degree,73,Conservative Party
16924,Not very satisfied,Don't know/ Prefer not to answer,ndp,Alberta,Completed secondary/ high school,26,ndp
16925,Very satisfied,Spend more,Liberal,Ontario,Completed secondary/ high school,20,Liberal Party
16926,Fairly satisfied,Spend more,Don't know/ Prefer not to answer,Ontario,Bachelor's degree,39,Don't know/ Prefer not to answer
16927,Not at all satisfied,Spend about the same as now,Conservative,Ontario,"Completed technical, community college, CEGEP, College Classique",76,Conservative Party
16928,Not very satisfied,Spend more,Liberal,Ontario,Master's degree,58,Liberal Party
16929,Not at all satisfied,Spend less,Conservative,Ontario,"Completed technical, community college, CEGEP, College Classique",52,Conservative Party
16930,Fairly satisfied,Spend more,Liberal,Alberta,"Completed technical, community college, CEGEP, College Classique",54,Liberal Party
16931,Fairly satisfied,Spend more,Liberal,British Columbia,Bachelor's degree,45,Green Party
16932,Not at all satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,"Completed technical, community college, CEGEP, College Classique",43,Don't know/ Prefer not to answer
16933,Not very satisfied,Spend more,Green,Alberta,"Completed technical, community college, CEGEP, College Classique",34,ndp
16934,Very satisfied,Spend more,Liberal,Ontario,Bachelor's degree,49,Liberal Party
16935,Not at all satisfied,Spend more,ndp,British Columbia,Some university,26,ndp
16936,Fairly satisfied,Spend more,Liberal,Ontario,"Completed technical, community college, CEGEP, College Classique",34,Liberal Party
16937,Fairly satisfied,Spend about the same as now,Liberal,Ontario,Completed secondary/ high school,55,Liberal Party
16938,Not at all satisfied,Spend less,Conservative,Manitoba,"Completed technical, community college, CEGEP, College Classique",62,Conservative Party
16939,Not very satisfied,Spend more,ndp,Prince Edward Island,"Completed technical, community college, CEGEP, College Classique",52,Conservative Party
16940,Not very satisfied,Spend more,Liberal,Prince Edward Island,"Completed technical, community college, CEGEP, College Classique",34,
16941,Fairly satisfied,Spend more,Liberal,New Brunswick,Bachelor's degree,63,Don't know/ Prefer not to answer
16942,Fairly satisfied,Spend more,Don't know/ Prefer not to answer,Quebec,Some university,21,Bloc Qu<e9>b<e9>cois
16943,Not very satisfied,Spend more,None of these,British Columbia,Bachelor's degree,35,Conservative Party
16944,Not very satisfied,Spend more,People's Party,British Columbia,Some secondary/ high school,21,
16945,Not at all satisfied,Spend about the same as now,Another party (please specify),Ontario,Bachelor's degree,60,Another party (please specify)
16946,Not very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Some university,26,Green Party
16947,Fairly satisfied,Spend more,ndp,Manitoba,Some university,45,Green Party
16948,Very satisfied,Spend more,Liberal,Alberta,Completed secondary/ high school,64,Liberal Party
16949,Not very satisfied,Spend less,Green,Ontario,Completed secondary/ high school,18,Green Party
16950,Very satisfied,Spend more,Conservative,Alberta,Completed secondary/ high school,27,ndp
16951,Not very satisfied,Spend more,ndp,Quebec,Master's degree,36,Green Party
16952,Fairly satisfied,Spend more,Don't know/ Prefer not to answer,Quebec,"Completed technical, community college, CEGEP, College Classique",55,
16953,Not very satisfied,Spend more,Green,Quebec,Bachelor's degree,56,Another party (please specify)
16954,Not very satisfied,Spend less,Conservative,Ontario,Professional degree or doctorate,53,Conservative Party
16955,Not very satisfied,Spend about the same as now,Conservative,Alberta,"Completed technical, community college, CEGEP, College Classique",46,Conservative Party
16956,Not at all satisfied,Spend about the same as now,Conservative,Ontario,Bachelor's degree,42,Conservative Party
16957,Not at all satisfied,Spend about the same as now,None of these,Quebec,"Some technical, community college, CEGEP, College Classique",30,
16958,Very satisfied,Spend more,Liberal,Ontario,Completed secondary/ high school,54,
16959,Not very satisfied,Spend more,ndp,Manitoba,Some university,28,ndp
16960,Not very satisfied,Spend about the same as now,Conservative,Alberta,Bachelor's degree,34,
16961,Not at all satisfied,Spend about the same as now,Green,British Columbia,"Some technical, community college, CEGEP, College Classique",34,People's Party
16962,Not very satisfied,Spend more,Bloc Qu<e9>b<e9>cois,Quebec,Bachelor's degree,37,Don't know/ Prefer not to answer
16963,Not at all satisfied,Spend about the same as now,Conservative,Alberta,Completed secondary/ high school,57,
16964,Not very satisfied,Spend more,Liberal,Quebec,Bachelor's degree,51,
16965,Not at all satisfied,Spend less,Conservative,Alberta,Bachelor's degree,26,Conservative Party
16966,Fairly satisfied,Spend more,Liberal,Ontario,Professional degree or doctorate,91,Liberal Party
